Time_stamp,RPF_Flag,Total_RPF,P_kW,Q_kvar,V1,V2,V3,EnergyCost_USD_per_kWh,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW
04-20 9:00,1,-5722.95,-5722.95,167.5356,0.9743320397,0.9742779547,0.9742914864,0.0703,5722.95,0.0,28132.231999999996,0.0,10528.660392625405
04-20 10:00,1,-21036.49,-21036.49,7754.94,0.9499797384,0.9498150687,0.9498667387,0.0703,21036.49,0.0,33569.034499999994,0.0,6726.322705589148
04-20 11:00,1,-10040.4,-10040.4,1357.762,0.9612431066,0.9611500921,0.9611744907,0.0703,10040.4,0.0,53553.7,0.0,10298.992992505167
04-20 12:00,1,-7691.13,-7691.13,675.69,0.9669920164,0.9669185291,0.9669363909,0.0703,7691.13,0.0,63092.08,0.0,10428.585837123428
04-20 13:00,1,-13869.21,-13869.21,3021.951,0.9520187702,0.9519014404,0.9519333751,0.0703,13869.209999999995,0.0,70398.6535,-3.637978807091713e-12,9834.31748440252
04-20 14:00,1,-7997.94,-7997.94,709.338,0.9632225992,0.9631523595,0.9631683477,0.0703,7997.94,0.0,83574.40299999999,0.0,10385.551978505435
04-20 15:00,0,0.0,877.308,-304.815,1.000280159,1.000270292,1.000274455,0.0703,0.0,11683.92835423343,91172.446,-10806.62035423343,10806.620354233431
04-20 16:00,0,0.0,956.166,-258.1806,1.000715795,1.000706677,1.000712048,0.0703,0.0,11768.718841551217,78873.57404817533,-10812.552841551218,10812.552841551218
04-20 17:00,0,0.0,1050.79,-205.3006,1.001322721,1.00131635,1.00132193,0.0703,0.0,0.0,66485.44895180562,1050.79,10820.276666184209
04-20 18:00,0,0.0,1211.02,-109.63551,1.002859624,1.002857834,1.00286283,0.0999,0.0,1211.02,66485.44895180562,0.0,10838.330003887584
04-20 19:00,0,0.0,1415.3,3.0132,1.004830415,1.004835536,1.004839034,0.0999,0.0,1415.3,65210.69105706878,0.0,10860.203732236823
04-20 20:00,0,0.0,1388.249,-13.3243,1.004334241,1.004341069,1.0043439,0.0999,0.0,1388.2490000000003,63720.90158338457,-2.2737367544323206e-13,10854.833325343909
04-20 21:00,0,0.0,1383.104,-16.4291,1.004181978,1.004191013,1.004193262,0.0999,0.0,1383.104,62259.586846542465,0.0,10853.183410233127
04-20 22:00,0,0.0,1393.887,-9.9199,1.004238395,1.004249762,1.004251594,0.0481,0.0,11492.887352376521,60803.687899174045,-10099.00035237652,10853.801066664213
04-20 23:00,0,0.0,1388.902,-12.9293,1.004101163,1.004114154,1.004115986,0.0481,0.0,0.0,48705.91173877771,1388.902,10852.314694897916
04-21 0:00,0,0.0,1344.968,-39.4251,1.003196875,1.003206326,1.003210614,0.0481,0.0,12187.445176800824,48705.91173877771,-10842.477176800823,10842.477176800823
04-21 1:00,0,0.0,1336.86,-44.3066,1.003192586,1.003202662,1.003206659,0.0481,0.0,0.0,35877.02207898737,1336.86,10842.4119720554
04-21 2:00,0,0.0,1397.601,-7.676,1.004210957,1.004222032,1.004225363,0.0481,0.0,12251.107335643297,35877.02207898737,-10853.506335643297,10853.506335643297
04-21 3:00,0,0.0,1464.382,32.705,1.005526816,1.005538599,1.005541139,0.0481,0.0,12332.063639394712,22981.119620415484,-10867.681639394712,10867.681639394712
04-21 4:00,0,0.0,1504.923,57.27575,1.006731965,1.006743707,1.006745372,0.0481,0.0,0.0,10000.0,1504.923,10880.605347647537
04-21 5:00,0,0.0,1435.515,15.23282,1.006788673,1.006798125,1.006798957,0.0481,0.0,0.0,10000.0,1435.515,10881.358334702432
04-21 6:00,1,-4587.61,-4587.61,247.155,0.9781199016,0.9781075357,0.9781096591,0.0481,4587.61,0.0,10000.0,0.0,10568.493759112034
04-21 7:00,1,-9594.55,-9594.55,1440.827,0.9624545429,0.9624248565,0.9624301443,0.0703,9594.55,0.0,14358.2295,0.0,10301.61293679703
04-21 8:00,1,-14197.19,-14197.19,3414.23,0.9538031157,0.9537381637,0.9537541935,0.0703,14197.19,0.0,23473.051999999996,0.0,9726.144253206166
04-21 9:00,1,-17810.91,-17810.91,5665.77,0.9507468371,0.9506457869,0.9506751401,0.0703,17810.91,0.0,36960.38249999999,0.0,8571.229769244297
04-21 10:00,1,-20128.69,-20128.69,7631.99,0.9513174562,0.9511948387,0.9512336016,0.0703,20128.69,0.0,53880.746999999974,0.0,6887.788837446369
04-21 11:00,1,-21314.86,-21314.86,8716.88,0.9511070703,0.9509896573,0.951027879,0.0703,21314.859999999997,0.0,73003.00249999997,-3.637978807091713e-12,5446.036934419163
04-21 12:00,1,-21306.74,-21306.74,8562.09,0.9485888516,0.948493339,0.9485236083,0.0703,21306.74,0.0,93252.11949999997,0.0,5637.378570668951
04-21 13:00,1,-20297.75,-20297.75,7423.3,0.9463519663,0.9462414648,0.9462753147,0.0703,20297.75,0.0,113493.52249999998,0.0,7034.602599792278
04-21 14:00,1,-17575.74,-17575.74,5217.84,0.9458453415,0.9457263046,0.9457602794,0.0703,17575.74,0.0,132776.38499999998,0.0,8789.272372564077
04-21 15:00,1,-14034.88,-14034.88,2965.542,0.947399066,0.9473056352,0.9473288263,0.0703,14034.88,0.0,149473.338,0.0,9799.5898739318
04-21 16:00,1,-9461.27,-9461.27,1013.011,0.9553717458,0.9553039627,0.9553182021,0.0703,9461.27,0.0,162806.474,0.0,10275.10736141961
04-21 17:00,1,-4694.68,-4694.68,-160.178,0.9688765793,0.9688405226,0.9688456855,0.0703,4694.68,0.0,171794.6805,0.0,10470.000309210138
04-21 18:00,0,0.0,751.26,-372.231,0.9970476778,0.9970321477,0.9970405581,0.0999,0.0,751.26,176254.62649999998,0.0,10769.48962173631
04-21 19:00,0,0.0,1088.802,-182.6797,1.000702596,1.000696518,1.000703596,0.0999,0.0,1088.802,175463.8265,0.0,10813.982117292313
04-21 20:00,0,0.0,1127.975,-159.3138,1.000964652,1.000961904,1.000968108,0.0999,0.0,1127.975,174317.71913157892,0.0,10817.220187941175
04-21 21:00,0,0.0,1149.998,-146.1596,1.001119038,1.001119121,1.001124867,0.0999,0.0,1149.998,173130.37702631578,0.0,10819.104379470025
04-21 22:00,0,0.0,1205.149,-113.16906,1.0016999,1.001703564,1.001708518,0.0481,0.0,12030.927053820222,171919.85281578946,-10825.778053820222,10825.778053820222
04-21 23:00,0,0.0,1192.421,-120.791027,1.001475649,1.001480812,1.0014856,0.0481,0.0,12015.692837820201,159255.71907492608,-10823.2718378202,10823.2718378202
04-22 0:00,0,0.0,1151.436,-145.3073,1.000755849,1.000759096,1.000766216,0.0481,0.0,11966.626160175383,146607.6213509048,-10815.190160175383,10815.190160175383
04-22 1:00,0,0.0,1144.486,-149.4579,1.000776458,1.000780372,1.000786951,0.0481,0.0,11959.84236154325,134011.1727612465,-10815.356361543249,10815.356361543249
04-22 2:00,0,0.0,1220.421,-104.01653,1.002006548,1.002011835,1.002017831,0.0481,0.0,12049.605265570743,121421.86501225362,-10829.184265570742,10829.184265570742
04-22 3:00,0,0.0,1268.616,-81.6987,1.003104401,1.003110272,1.003115268,0.0481,0.0,12109.857563092848,108738.06999586336,-10841.241563092848,10841.241563092848
04-22 4:00,0,0.0,1317.995,-55.2716,1.004403065,1.004408977,1.004412932,0.0481,0.0,12173.439643140035,95990.85150839722,-10855.444643140036,10855.444643140034
04-22 5:00,0,0.0,1233.52,-106.05566,1.004329577,1.004332575,1.004335989,0.0481,0.0,12087.792979107056,83176.70451561823,-10854.272979107056,10854.272979107061
04-22 6:00,1,-4778.92,-4778.92,126.4279,0.975707771,0.9756937813,0.9756973204,0.0481,4778.92,0.0,70452.71190603185,0.0,10544.537598091581
04-22 7:00,1,-9824.92,-9824.92,1354.757,0.9599669682,0.959949273,0.9599508551,0.0703,9824.92,0.0,74992.68590603185,0.0,10286.298322076716
04-22 8:00,1,-14519.1,-14519.1,3438.16,0.9513642132,0.9513174562,0.951327657,0.0703,14519.1,0.0,84326.35990603185,0.0,9689.95420452262
04-22 9:00,1,-17790.4,-17790.4,5411.4,0.9470924597,0.9470581517,0.9470639391,0.0703,17790.4,0.0,98119.50490603186,0.0,8688.405289381502
04-22 10:00,1,-20330.67,-20330.67,7498.96,0.9462451704,0.9462408819,0.9462380923,0.0703,20330.669999999995,0.0,115020.38490603189,-3.637978807091713e-12,6953.838508397526
04-22 11:00,1,-21572.06,-21572.06,8650.96,0.9465979508,0.9465896237,0.9465899151,0.0703,21572.06,0.0,134334.52140603188,0.0,5461.582924416053
04-22 12:00,1,-21514.96,-21514.96,8506.68,0.945418699,0.9453914692,0.9453985889,0.0703,21514.96,0.0,154827.97840603188,0.0,5660.352557765724
04-22 13:00,1,-20049.48,-20049.48,7049.45,0.9435822255,0.9435428797,0.943552331,0.0703,20049.48,0.0,175267.19040603188,0.0,7368.89109454514
04-22 14:00,1,-17190.51,-17190.51,4833.18,0.9436283581,0.9435938003,0.9435988799,0.0703,17190.51,0.0,194314.19640603187,0.0,8980.36176208912
04-22 15:00,1,-14025.48,-14025.48,2918.872,0.9455100897,0.945509715,0.9455010547,0.0703,14025.48,0.0,210645.18090603186,0.0,9793.24191689341
04-22 16:00,1,-9693.57,-9693.57,1027.742,0.9517359796,0.9518045955,0.9517704125,0.0703,9693.57,0.0,223969.38690603187,0.0,10234.888432380996
04-22 17:00,1,-4820.59,-4820.59,-278.6041,0.9632066526,0.9633109504,0.963265609,0.0703,4820.59,0.0,233178.27840603187,0.0,10406.605943791734
04-22 18:00,0,0.0,424.085,-556.172,0.9929228155,0.9928977924,0.9929092838,0.0999,0.0,424.0849999999998,237757.83890603186,1.7053025658242404e-13,10716.81423699212
04-22 19:00,0,0.0,758.199,-371.4312,0.9965998011,0.9965837297,0.9965942219,0.0999,0.0,758.199,237311.43364287398,0.0,10764.667852558068
04-22 20:00,0,0.0,781.933,-357.4795,0.9966757449,0.9966628378,0.9966726639,0.0999,0.0,781.933,236513.32943234764,0.0,10765.99567105883
04-22 21:00,0,0.0,805.646,-343.526,0.9968260503,0.9968163075,0.9968253425,0.0999,0.0,805.646,235690.2420639266,0.0,10768.109482142827
04-22 22:00,0,0.0,829.281,-329.6042,0.9969993803,0.9969925936,0.9970010041,0.0481,0.0,11599.731801116923,234842.19364287396,-10770.450801116924,10770.450801116924
04-22 23:00,0,0.0,837.844,-324.5558,0.9970040435,0.9969995052,0.997007416,0.0481,0.0,11608.522845679225,222631.94964169824,-10770.678845679224,10770.678845679224
04-23 0:00,0,0.0,837.656,-324.6662,0.9970413492,0.9970392258,0.9970474697,0.0481,0.0,11608.761013512794,210412.45190940434,-10771.105013512795,10771.105013512793
04-23 1:00,0,0.0,838.291,-324.2929,0.997149644,0.9971481867,0.9971560143,0.0481,0.0,11610.585441826965,198192.70347412772,-10772.294441826965,10772.294441826965
04-23 2:00,0,0.0,920.082,-286.1501,0.9983669926,0.9983669926,0.9983743205,0.0481,0.0,11706.634613920369,185971.03458799407,-10786.552613920368,10786.552613920378
04-23 3:00,0,0.0,995.521,-241.4437,0.9998321577,0.9998331986,0.999839777,0.0481,0.0,11799.006362253482,173648.26131018315,-10803.485362253481,10803.485362253481
04-23 4:00,0,0.0,1048.536,-209.9369,1.00124278,1.001243862,1.001249566,0.0481,0.0,11867.928410796672,161228.2546130742,-10819.392410796672,10819.392410796672
04-23 5:00,0,0.0,1014.965,-229.8955,1.001793081,1.00179229,1.001797452,0.0481,0.0,11839.892164829495,148735.698391183,-10824.927164829494,10824.927164829494
04-23 6:00,1,-5021.62,-5021.62,58.08893,0.974668832,0.9746211589,0.9746376051,0.0481,5021.62,0.0,136272.65400715196,0.0,10533.542430561634
04-23 7:00,1,-10125.6,-10125.6,1384.067,0.9604625596,0.9603694202,0.9603987735,0.0703,10125.6,0.0,141043.19300715195,0.0,10286.977434423867
04-23 8:00,1,-14753.6,-14753.6,3517.86,0.9531300724,0.9529978369,0.9530396393,0.0703,14753.6,0.0,150662.51300715195,0.0,9680.630955279794
04-23 9:00,1,-18046.76,-18046.76,5602.34,0.9503398884,0.9501807146,0.9502322181,0.0703,18046.760000000002,0.0,164678.43300715197,3.637978807091713e-12,8606.825832922159
04-23 10:00,1,-20260.51,-20260.51,7452.62,0.9504437282,0.9502739372,0.9503307701,0.0703,20260.51,0.0,181822.85500715196,0.0,7067.023044181678
04-23 11:00,1,-21505.1,-21505.1,8604.31,0.9506603178,0.9504866964,0.9505463605,0.0703,21505.1,0.0,201070.33950715195,0.0,5612.258778360804
04-23 12:00,1,-21041.5,-21041.5,8054.47,0.9488133104,0.9486427701,0.9487004357,0.0703,21041.5,0.0,221500.18450715195,0.0,6344.135144333381
04-23 13:00,1,-20548.98,-20548.98,7532.83,0.9469235431,0.9467660347,0.9468182461,0.0703,20548.98,0.0,241489.60950715194,0.0,6925.567532848373
04-23 14:00,1,-17948.65,-17948.65,5408.63,0.944340206,0.9442526042,0.9442778771,0.0703,17948.65,0.0,261011.14050715193,0.0,8654.39369893383
04-23 15:00,1,-14031.07,-14031.07,2934.166,0.9456466136,0.9456491534,0.9456403266,0.0703,14031.07,0.0,278062.3580071519,0.0,9790.241946356433
04-23 16:00,1,-9647.53,-9647.53,1026.719,0.9523771715,0.9524218468,0.9523974065,0.0703,9647.53,0.0,291391.87450715195,0.0,10241.955863494088
04-23 17:00,1,-4841.68,-4841.68,-257.6842,0.9650932973,0.9651184037,0.9651031234,0.0703,4841.68,0.0,300557.02800715197,0.0,10427.542054828924
04-23 18:00,0,0.0,410.983,-563.754,0.989265815,0.9892949601,0.9892841348,0.0999,0.0,410.98300000000006,305156.624007152,-5.684341886080802e-14,10677.109183003808
04-23 19:00,0,0.0,730.774,-387.533,0.9964335909,0.9964177276,0.9964288444,0.0999,0.0,730.774,304724.01032294147,0.0,10762.304895135605
04-23 20:00,0,0.0,759.785,-370.5006,0.9965742784,0.9965615794,0.9965719468,0.0999,0.0,759.785,303954.77453346783,0.0,10764.460380186
04-23 21:00,0,0.0,763.149,-368.5237,0.9964605293,0.9964505783,0.9964602378,0.0999,0.0,763.149,303155.0008492573,0.0,10763.327838635627
04-23 22:00,0,0.0,779.181,-359.0987,0.9965139064,0.9965069116,0.9965158633,0.0481,0.0,11543.436597169368,302351.68611241516,-10764.255597169367,10764.255597169367
04-23 23:00,0,0.0,775.409,-361.3161,0.9963397437,0.9963347474,0.9963434493,0.0481,0.0,11537.728597101725,290200.7002206579,-10762.319597101725,10762.319597101725
04-24 0:00,0,0.0,759.646,-370.5806,0.9963928294,0.996392413,0.996399158,0.0481,0.0,11522.274193111163,278055.7227500245,-10762.628193111163,10762.628193111163
04-24 1:00,0,0.0,763.208,-368.4877,0.9965014157,0.9965017904,0.9965083688,0.0481,0.0,11527.086843527622,265927.0130730654,-10763.878843527622,10763.878843527622
04-24 2:00,0,0.0,780.802,-358.1454,0.9970099558,0.9970106636,0.9970169506,0.0481,0.0,11550.529264475936,253793.23744829948,-10769.727264475936,10769.727264475936
04-24 3:00,0,0.0,813.223,-339.0655,0.9979486773,0.9979495101,0.9979555056,0.0481,0.0,11593.718565121715,241634.7855909564,-10780.495565121715,10780.495565121715
04-24 4:00,0,0.0,867.003,-307.354,0.999351347,0.999352263,0.9993575508,0.0481,0.0,11663.615465094601,229430.8713118809,-10796.6124650946,10796.612465094604
04-24 5:00,0,0.0,825.604,-331.7703,0.9998194588,0.9998183346,0.9998233309,0.0481,0.0,11626.54334040261,217153.38134862343,-10800.93934040261,10800.93934040261
04-24 6:00,1,-4679.39,-4679.39,-92.1426,0.9739285051,0.9739244248,0.9739257572,0.0481,4679.39,0.0,204914.91467451543,0.0,10525.768999158538
04-24 7:00,1,-8279.88,-8279.88,702.455,0.9621815367,0.9622013554,0.9621911962,0.0703,8279.88,0.0,209360.33517451544,0.0,10375.503153326583
04-24 8:00,1,-14600.91,-14600.91,3337.21,0.9499541324,0.9499489695,0.9499453888,0.0703,14600.91,0.0,217226.22117451543,0.0,9709.50364944739
04-24 9:00,1,-16695.65,-16695.65,4464.11,0.9470954575,0.9470605666,0.9470671867,0.0703,16695.65,0.0,231097.08567451543,0.0,9211.07445712675
04-24 10:00,1,-16619.4,-16619.4,4366.94,0.9465764251,0.9465500696,0.9465529425,0.0703,16619.4,0.0,246957.95317451545,0.0,9251.436909365975
04-24 11:00,1,-17121.52,-17121.52,4722.72,0.9457813472,0.9457616951,0.9457621947,0.0703,17121.51999999999,0.0,262746.38317451545,-1.0913936421275139e-11,9065.368080647702
04-24 12:00,1,-20930.4,-20930.4,7991.76,0.946999695,0.9469177557,0.9469446525,0.0703,20930.4,0.0,279011.8271745154,0.0,6393.148460314431
04-24 13:00,1,-19897.24,-19897.24,7216.96,0.9474794648,0.9473687967,0.9474050615,0.0703,19897.24,0.0,298895.7071745154,0.0,7263.323512908896
04-24 14:00,1,-16905.66,-16905.66,4941.55,0.9473790391,0.9472732425,0.9473050523,0.0703,16905.66,0.0,317798.08517451544,0.0,8966.622317553207
04-24 15:00,1,-6495.97,-6495.97,169.4779,0.9643968963,0.9643624218,0.9643684174,0.0703,6495.97,0.0,333858.4621745154,0.0,10421.448230818138
04-24 16:00,0,0.0,332.0671,-602.769,0.9916497581,0.9916520898,0.9916510905,0.0703,0.0,11032.851380180278,340029.6336745154,-10700.784280180278,10700.784280180278
04-24 17:00,0,0.0,176.5833,-692.054,0.9895017653,0.9894968107,0.9894982263,0.0703,0.0,10848.64653982942,328416.1059059046,-10672.06323982942,10672.06323982942
04-24 18:00,0,0.0,337.1112,-599.863,0.9901175594,0.9901290508,0.9901247624,0.0999,0.0,337.1112,316996.47796924214,0.0,10684.361539751251
04-24 19:00,0,0.0,660.115,-422.347,0.996062449,0.996048959,0.9960581189,0.0999,0.0,660.115,316641.6240745053,0.0,10757.006192237539
04-24 20:00,0,0.0,575.327,-471.839,0.9948223673,0.9948095434,0.9948180788,0.0999,0.0,575.327,315946.7661797684,0.0,10741.540460080745
04-24 21:00,0,0.0,513.665,-507.715,0.9939027982,0.9938914316,0.993899384,0.0999,0.0,513.6650000000002,315341.1588113474,-2.2737367544323206e-13,10729.970472699977
04-24 22:00,0,0.0,558.386,-481.702,0.9942873468,0.994279436,0.9942867639,0.0481,0.0,11293.753514342727,314800.4588113474,-10735.367514342726,10735.367514342726
04-24 23:00,0,0.0,580.629,-468.748,0.9944095063,0.9944042602,0.994411255,0.0481,0.0,11317.920321472619,302912.2972173024,-10737.291321472618,10737.291321472618
04-25 0:00,0,0.0,678.405,-411.647,0.9958237924,0.9958253329,0.9958292883,0.0481,0.0,11433.390589914845,290998.6968789101,-10754.985589914844,10754.985589914844
04-25 1:00,0,0.0,811.174,-336.9927,0.9974014992,0.997406204,0.9974102011,0.0481,0.0,11585.817769321697,278963.54888952605,-10774.643769321698,10774.643769321696
04-25 2:00,0,0.0,913.148,-286.9483,0.9987732751,0.9987800201,0.9987835591,0.0481,0.0,11704.072062309804,266767.95123760845,-10790.924062309805,10790.924062309805
04-25 3:00,0,0.0,984.809,-244.5025,1.000109286,1.000116905,1.000120028,0.0481,0.0,11791.221537468691,254447.8753825455,-10806.412537468692,10806.412537468706
04-25 4:00,0,0.0,1019.784,-223.7368,1.001242988,1.001250482,1.001252939,0.0481,0.0,11838.902085113668,242036.06323784162,-10819.118085113669,10819.118085113669
04-25 5:00,0,0.0,1029.798,-217.785,1.002241998,1.002248577,1.002250534,0.0481,0.0,11859.837011365169,229574.06104298512,-10830.039011365168,10830.039011365168
04-25 6:00,0,0.0,1059.992,-199.825,1.002097355,1.002134037,1.002123794,0.0481,0.0,11888.81371047501,217090.02208365337,-10828.82171047501,10828.82171047501
04-25 7:00,0,0.0,1147.224,-147.8071,1.001550885,1.001644482,1.001613339,0.0703,0.0,11970.973833729759,204575.48133578495,-10823.749833729758,10823.749833729758
04-25 8:00,1,-4714.08,-4714.08,137.8218,0.975509168,0.9755820308,0.9755532604,0.0703,4714.08,0.0,191974.45624764837,0.0,10542.39935915521
04-25 9:00,1,-17273.64,-17273.64,5131.1,0.9484724795,0.9484662757,0.9484630281,0.0703,17273.64,0.0,196452.83224764836,0.0,8874.374262540588
04-25 10:00,1,-19644.69,-19644.69,6951.34,0.9471840585,0.9471908035,0.9471842667,0.0703,19644.69,0.0,212862.79024764837,0.0,7515.209129040887
04-25 11:00,1,-22068.58,-22068.58,9263.18,0.9482187923,0.948204428,0.9482083001,0.0703,22068.58,0.0,231525.24574764833,0.0,4383.937487547224
04-25 12:00,1,-21758.77,-21758.77,8801.29,0.9468456841,0.9468204944,0.9468275725,0.0703,21758.77,0.0,252490.39674764834,0.0,5220.761823532533
04-25 13:00,1,-20653.78,-20653.78,7754.53,0.9464061345,0.9463188658,0.9463464704,0.0703,20653.779999999984,0.0,273161.22824764834,-1.4551915228366852e-11,6668.987370897086
04-25 14:00,1,-18304.53,-18304.53,5664.3,0.9459956052,0.9458485058,0.9458938472,0.0703,18304.53,0.0,292782.31924764835,0.0,8509.986498826062
04-25 15:00,1,-14423.6,-14423.6,3117.291,0.9479636479,0.9478369917,0.9478727153,0.0703,14423.6,0.0,310171.62274764833,0.0,9758.408063611621
04-25 16:00,1,-9961.14,-9961.14,1114.649,0.9546073118,0.9545250394,0.9545450663,0.0703,9961.14,0.0,323874.0427476483,0.0,10256.110776319907
04-25 17:00,1,-5104.4,-5104.4,-171.3047,0.9673620341,0.9673274763,0.9673324726,0.0703,5104.4,0.0,333337.1257476483,0.0,10453.468978629411
04-25 18:00,0,0.0,566.354,-477.07,0.9943897293,0.9943903538,0.9943908535,0.0999,0.0,566.354,338186.3057476483,0.0,10736.767579470634
04-25 19:00,0,0.0,896.257,-293.6244,0.9991855531,0.9991803903,0.9991863026,0.0999,0.0,896.257,337590.14364238514,0.0,10795.146195117968
04-25 20:00,0,0.0,888.333,-298.3047,0.9988986822,0.9988957677,0.9989008473,0.0999,0.0,888.333,336646.71522133244,0.0,10791.94050231757
04-25 21:00,0,0.0,928.027,-274.8402,0.9992219429,0.999222609,0.9992268559,0.0999,0.0,928.0269999999999,335711.6278529114,1.1368683772161603e-13,10796.090010876158
04-25 22:00,0,0.0,940.825,-267.2657,0.9992106596,0.9992139488,0.999217696,0.0481,0.0,11736.983191793506,334734.75732659566,-10796.158191793505,10796.158191793505
04-25 23:00,0,0.0,927.978,-274.8697,0.9988775729,0.9988826524,0.9988861082,0.0481,0.0,11720.344103365336,322380.03817733936,-10792.366103365337,10792.36610336534
04-26 0:00,0,0.0,907.149,-287.1875,0.9985610156,0.9985680937,0.998569884,0.0481,0.0,11695.771786411462,310042.83385800745,-10788.622786411463,10788.622786411463
04-26 1:00,0,0.0,918.668,-280.3758,0.9987223545,0.998730182,0.998732014,0.0481,0.0,11709.21429742615,297731.4951354691,-10790.54629742615,10790.54629742615
04-26 2:00,0,0.0,978.52,-248.2319,0.9996312231,0.9996401332,0.999641757,0.0481,0.0,11779.679247294442,285406.0064013363,-10801.159247294441,10801.159247294441
