Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
05-02 2:00,0,59.5767,-235.797,40.7841,-240.315,48.9869,-241.557
05-02 3:00,0,79.1493,-224.885,53.7465,-232.29,64.8835,-232.778
05-02 4:00,0,93.9884,-216.592,63.5741,-226.197,76.9377,-226.11
05-02 5:00,0,84.6524,-221.812,57.3907,-230.031,69.3535,-230.306
05-02 6:00,448,120.548,-201.707,81.1645,-215.271,98.5167,-214.15
05-02 7:00,636,198.601,-157.638,132.835,-183.033,161.937,-178.825
05-02 8:00,777,191.297,-161.783,127.998,-186.06,155.998,-182.144
05-02 9:00,788,-2610.8,108.265,-2599.41,86.803,-2622.11,116.491
05-02 10:00,793,-1705.4,-87.0623,-1708.96,-96.7301,-1713.97,-85.8004
05-02 11:00,824,-1671.42,-93.2423,-1675.05,-102.542,-1679.95,-92.1606
05-02 12:00,835,69.7081,-226.797,47.4738,-232.851,57.2021,-233.661
05-02 13:00,877,85.6614,-217.896,58.0404,-226.306,70.1587,-226.501
05-02 14:00,896,113.075,-202.554,76.195,-215.039,92.4276,-214.169
05-02 15:00,862,-2616.15,164.681,-2639.08,137.758,-2654.44,169.78
05-02 16:00,806,197.655,-158.175,132.208,-183.425,161.167,-179.255
05-02 17:00,706,-1822.08,-14.0364,-1862.02,-33.7089,-1857.23,-19.8959
05-02 18:00,510,225.019,-142.613,150.328,-172.069,183.418,-166.801
05-02 19:00,0,309.79,-97.3542,206.032,-136.951,251.981,-128.201
05-02 20:00,0,248.369,-132.636,165.454,-162.531,202.113,-156.289
05-02 21:00,0,217.103,-150.482,144.773,-175.515,176.714,-170.533
05-02 22:00,0,235.957,-139.729,157.248,-167.687,192.03,-161.949
05-02 23:00,0,232.121,-141.919,154.708,-169.282,188.913,-163.697
05-03 0:00,0,222.906,-147.174,148.613,-173.107,181.428,-167.892
05-03 1:00,0,237.275,-138.976,158.119,-167.14,193.101,-161.348
05-03 2:00,0,266.842,-122.056,177.674,-154.842,217.122,-147.852
05-03 3:00,0,289.922,-108.799,192.935,-145.222,235.878,-137.289
05-03 4:00,0,305.474,-99.8419,203.218,-138.729,248.518,-130.157
05-03 5:00,0,317.788,-92.7376,211.32,-133.607,258.481,-124.528
05-03 6:00,403,340.636,-79.52,226.433,-124.039,277.056,-114.016
05-03 7:00,633,362.266,-66.9359,241.07,-118.049,295.059,-107.104
05-03 8:00,760,-3031.85,369.368,-3096.47,330.817,-3090.81,378.127
05-03 9:00,826,-1583.9,-0.576419,-1658.73,-26.937,-1636.27,-13.9048
05-03 10:00,841,-2777.51,247.117,-2820.23,214.93,-2826,253.05
05-03 11:00,813,-3332.84,407.151,-3352.94,366.625,-3370.52,423.816
05-03 12:00,765,-3074.13,317.29,-3097.37,281.956,-3113.6,329.432
05-03 13:00,781,-2002.45,53.8924,-2056.02,29.7198,-2045.17,48.5794
05-03 14:00,759,-1638.83,-2.39816,-1706.49,-27.2799,-1687.67,-14.014
05-03 15:00,648,254.796,-125.61,170.044,-159.681,207.635,-153.209
05-03 16:00,599,284.002,-112.203,189.015,-147.694,231.065,-140.001
05-03 17:00,596,292.829,-107.126,194.855,-144.01,238.239,-135.957
05-03 18:00,499,332.171,-84.4216,220.83,-127.589,270.172,-117.914
05-03 19:00,0,430.439,-30.5746,285.779,-89.6324,350.067,-75.8762
05-03 20:00,0,423.095,-34.8799,280.923,-92.7325,344.092,-79.2873
05-03 21:00,0,427.322,-32.4024,283.722,-90.946,347.532,-77.3236
05-03 22:00,0,432.836,-29.1678,287.368,-88.6178,352.019,-74.7613
05-03 23:00,0,427.598,-32.2405,283.901,-90.8319,347.756,-77.196
05-04 0:00,0,407.741,-43.8644,270.825,-99.1724,331.662,-86.3758
05-04 1:00,0,397.923,-49.6021,264.328,-103.311,323.673,-90.9274
05-04 2:00,0,419.658,-36.8904,278.711,-94.1437,341.359,-80.8462
05-04 3:00,0,434.199,-28.3653,288.323,-88.0078,353.191,-74.0915
05-04 4:00,0,445.426,-21.7714,295.744,-83.2646,362.327,-68.8693
05-04 5:00,0,448.695,-19.8494,297.902,-81.8845,364.986,-67.3483
05-04 6:00,461,460.829,-12.7084,305.928,-76.7485,374.863,-61.6947
05-04 7:00,671,479.499,-1.69971,318.208,-68.8793,389.989,-53.0249
05-04 8:00,786,-1365.83,67.3791,-1507.09,24.9818,-1449.75,40.6864
05-04 9:00,851,-2115.99,136.826,-2210.1,103.933,-2179.8,127.31
05-04 10:00,875,-7380.38,2899.28,-7319.55,2648.02,-7254.45,2951.74
05-04 11:00,894,-7860.32,3364.01,-7782.46,3062.01,-7691.83,3410.79
05-04 12:00,792,-7858.02,3292.32,-7758.05,2986.18,-7682.14,3339.78
05-04 13:00,640,-7086.76,2701.23,-7002.95,2501.06,-7031.69,2864.1
05-04 14:00,466,-5940.02,1751.4,-5859.37,1611.89,-5941.68,1873.84
05-04 15:00,405,-4880.12,1074.62,-4839.61,992.106,-4905.93,1147.74
05-04 16:00,517,-3349.6,390.192,-3354.14,352.534,-3383.7,411.889
05-04 17:00,507,-1866.63,-23.2142,-1895.61,-40.793,-1891.68,-25.0828
05-04 18:00,424,206.235,-153.327,137.816,-179.936,167.795,-172.209
05-04 19:00,0,347.56,-75.4898,231.261,-124.296,282.59,-110.857
05-04 20:00,0,346.384,-76.172,230.483,-124.79,281.634,-111.399
05-04 21:00,0,341.761,-78.8516,227.423,-126.731,277.875,-113.529
05-04 22:00,0,345.069,-76.9342,229.614,-125.341,280.565,-112.005
05-04 23:00,0,339.05,-80.4228,225.628,-127.869,275.671,-114.778
05-05 0:00,0,319.474,-91.7476,212.672,-136.077,259.757,-123.782
05-05 1:00,0,311.203,-96.5221,207.202,-139.538,253.036,-127.58
05-05 2:00,0,331.852,-84.5892,220.874,-130.883,269.822,-118.089
05-05 3:00,0,331.243,-84.942,220.465,-131.142,269.325,-118.37
05-05 4:00,0,353.949,-71.7829,235.495,-121.609,287.786,-107.911
05-05 5:00,0,369.566,-66.1127,245.854,-118.418,300.515,-104.073
05-05 6:00,514,358.23,-72.7012,238.348,-123.186,291.295,-109.306
05-05 7:00,696,396.373,-50.4924,263.605,-107.122,322.322,-91.6749
05-05 8:00,810,411.109,-41.8812,273.348,-100.911,334.306,-84.8479
05-05 9:00,878,371.115,-65.2125,246.865,-117.775,301.769,-103.361
05-05 10:00,917,377.016,-61.7772,250.785,-115.283,306.574,-100.632
05-05 11:00,934,375.936,-62.4058,250.068,-115.738,305.695,-101.131
05-05 12:00,938,369.101,-66.3831,245.543,-118.615,300.136,-104.289
05-05 13:00,913,359.204,-72.1355,238.993,-122.777,292.087,-108.857
05-05 14:00,825,324.062,-92.4986,215.731,-137.528,263.514,-125.041
05-05 15:00,696,-3573.37,511.593,-3593.49,465.452,-3622.28,536.56
05-05 16:00,580,243.171,-132.256,162.348,-164.521,198.181,-158.52
05-05 17:00,414,262.464,-121.22,175.126,-156.484,213.875,-149.702
05-05 18:00,290,314.754,-94.4894,209.314,-134.876,256.015,-125.922
05-05 19:00,0,411.704,-41.5467,273.445,-97.5023,334.886,-84.5381
05-05 20:00,0,424.973,-33.7761,282.222,-91.903,345.683,-78.3786
05-05 21:00,0,411.975,-41.3885,273.617,-97.3923,335.104,-84.4143
05-05 22:00,0,399.724,-48.5505,265.518,-102.554,325.137,-90.0934
05-05 23:00,0,403.042,-46.6113,267.718,-101.152,327.839,-88.5545
05-06 0:00,0,367.318,-67.4385,244.083,-116.187,298.777,-105.084
05-06 1:00,0,332.434,-87.6756,221.019,-130.814,270.414,-121.163
05-06 2:00,0,343.255,-81.4032,228.191,-126.27,279.216,-116.177
05-06 3:00,0,373.895,-63.6069,248.458,-113.407,304.134,-102.04
05-06 4:00,0,382.781,-58.4339,254.324,-109.678,311.359,-97.9339
05-06 5:00,0,378.314,-61.0367,251.366,-111.559,307.724,-100
05-06 6:00,521,381.805,-59.0029,253.677,-110.09,310.564,-98.3857
05-06 7:00,705,-1542.35,41.1079,-1654.08,5.68631,-1613.84,20.9717
05-06 8:00,816,-3521.82,521.293,-3571.06,478.127,-3576.1,543.975
05-06 9:00,878,-5400.82,1396.3,-5354.66,1291.38,-5411.06,1484.39
05-06 10:00,911,135.593,-144.241,101.389,-162.941,119.936,-183.535
05-06 11:00,927,-2301.21,68.9875,-2322.97,47.8142,-2331.87,71.5856
05-06 12:00,936,-6751,2369.39,-6653.44,2187.85,-6709.87,2524.96
05-06 13:00,938,-2796.65,166.208,-2786.22,141.433,-2822.63,178.926
05-06 14:00,925,62.6703,-230.719,42.7957,-235.746,51.464,-236.828
05-06 15:00,893,-5367.66,1148.03,-5264.26,1023.66,-5297.48,1172.1
05-06 16:00,836,85.5116,-217.982,57.9171,-226.382,70.0074,-226.584
05-06 17:00,737,84.1593,-218.737,57.0219,-226.937,68.9095,-227.191
05-06 18:00,567,168.359,-174.744,112.63,-195.625,136.957,-189.356
05-06 19:00,0,279.546,-114.754,186.177,-152.819,227.213,-142.145
05-06 20:00,0,263.246,-124.106,175.393,-159.616,213.976,-149.595
05-06 21:00,0,251.502,-130.831,167.626,-164.506,204.441,-154.954
05-06 22:00,0,250.261,-131.539,166.837,-165.002,203.47,-155.499
05-06 23:00,0,218.56,-149.636,145.86,-178.182,177.729,-169.935
05-07 0:00,0,171.307,-176.462,114.599,-197.758,139.378,-191.365
05-07 1:00,0,162.867,-181.232,109.02,-201.242,132.531,-195.18
05-07 2:00,0,186.766,-167.701,124.835,-191.356,151.926,-184.363
05-07 3:00,0,220.623,-148.458,147.234,-177.32,179.407,-168.995
05-07 4:00,0,232.671,-141.59,155.201,-172.318,189.187,-163.515
05-07 5:00,0,232.249,-141.83,154.921,-172.494,188.844,-163.707
05-07 6:00,541,256.787,-127.804,171.157,-162.284,208.769,-152.522
05-07 7:00,727,286.394,-110.817,190.744,-149.938,232.817,-138.988
05-07 8:00,835,-4128.83,749.122,-4150,692.446,-4165.86,785.684
05-07 9:00,895,-5635,1549.27,-5577.14,1427.8,-5617.63,1630.61
05-07 10:00,929,-7082.59,2741.78,-6993.1,2528.72,-7004.98,2883.67
05-07 11:00,947,-7522.93,3192.17,-7424.32,2944.93,-7419.73,3359.79
05-07 12:00,953,-7491.58,3139.44,-7374.2,2881.99,-7392.05,3316.69
05-07 13:00,948,-7087.9,2699.9,-6973.03,2480.38,-7024.18,2871.13
05-07 14:00,930,-6247.01,1973.92,-6158.82,1820.11,-6246.81,2121.94
05-07 15:00,896,-5027.08,1157.03,-4987.08,1071.41,-5064.81,1244.64
05-07 16:00,840,-3410.79,410.655,-3416.05,371.973,-3457.18,436.41
05-07 17:00,745,-2012.4,2.18051,-2031.17,-15.3334,-2045.01,-0.00491537
05-07 18:00,578,211.841,-150.115,141.602,-177.541,172.701,-172.804
05-07 19:00,0,351.635,-73.126,233.956,-122.586,285.901,-108.98
05-07 20:00,0,366.469,-67.9135,243.805,-119.72,297.997,-105.503
05-07 21:00,0,400.664,-47.9869,266.443,-105.314,325.812,-89.6879
05-07 22:00,0,423.851,-34.4216,281.782,-95.5277,344.674,-78.9345
05-07 23:00,0,445.566,-21.6779,296.15,-86.3434,362.344,-68.8402
05-08 0:00,0,433.31,-28.8736,288.028,-91.5367,352.366,-74.5425
05-08 1:00,0,431.623,-29.8634,286.916,-92.2475,350.995,-75.3255
05-08 2:00,0,448.728,-19.8187,298.241,-85.0055,364.917,-67.3686
05-08 3:00,0,479.057,-1.94971,318.244,-72.1866,389.531,-53.2698
05-08 4:00,0,474.586,-4.58921,315.286,-74.0846,385.892,-55.3564
05-08 5:00,0,405.904,-44.9246,269.9,-103.11,330.071,-87.2614
05-08 6:00,523,-2059.14,107.025,-2142.97,76.3963,-2117.68,97.9875
05-08 7:00,703,-3670.54,594.718,-3722.31,547.881,-3712.25,616.381
05-08 8:00,804,-4307.87,847.5,-4334.34,787.251,-4359.09,894.629
05-08 9:00,858,-3464.29,450.374,-3472.8,407.426,-3508.21,473.485
05-08 10:00,890,-4114.74,723.751,-4104.49,662.502,-4146.16,762.43
05-08 11:00,809,-3638.32,525.065,-3652.23,480.323,-3675.67,552.159
05-08 12:00,667,-2678.39,200.997,-2714.11,172.722,-2716.84,207.44
05-08 13:00,673,-4000.22,654.553,-3995.31,600.721,-4026.45,689.607
05-08 14:00,620,-1695.14,-26.616,-1737.97,-45.9635,-1731.12,-33.6526
05-08 15:00,555,-2055.97,31.0191,-2088.02,10.6044,-2087.82,29.001
05-08 16:00,628,198.283,-157.823,132.567,-183.201,161.607,-179.009
05-08 17:00,561,221.871,-144.411,148.182,-173.416,180.779,-168.28
05-08 18:00,393,279.077,-115.04,185.678,-149.799,226.964,-142.312
05-08 19:00,0,375.709,-62.5534,249.645,-112.653,305.606,-101.204
05-08 20:00,0,362.501,-70.2361,240.907,-118.203,294.863,-107.305
05-08 21:00,0,365.18,-68.6782,242.684,-117.075,297.043,-106.067
05-08 22:00,0,357.304,-73.255,237.473,-120.383,290.637,-109.703
05-08 23:00,0,341.593,-82.3683,227.083,-126.972,277.862,-116.944
05-09 0:00,0,307.326,-102.175,204.43,-141.307,250.006,-132.698
05-09 1:00,0,274.9,-120.835,182.983,-154.84,223.655,-147.556
05-09 2:00,0,286.106,-114.394,190.402,-150.162,232.763,-142.425
05-09 3:00,0,291.97,-111.022,194.278,-147.717,237.528,-139.739
05-09 4:00,0,296.251,-108.557,197.108,-145.931,241.007,-137.777
05-09 5:00,0,286.639,-114.088,190.75,-149.943,233.195,-142.182
05-09 6:00,66,266.741,-125.516,177.591,-158.236,217.026,-151.286
05-09 7:00,116,-2707.72,241.517,-2760.06,209.153,-2760.79,245.561
05-09 8:00,101,-5253.2,1330.49,-5217.46,1226.24,-5268.18,1406.36
05-09 9:00,88,-6402.48,2081.17,-6312.6,1918.9,-6369.53,2210.41
05-09 10:00,133,-7230.73,2832.13,-7119.48,2601.86,-7134.99,2976.01
05-09 11:00,101,-7496.17,3109.95,-7368.57,2850.05,-7393.52,3287.59
05-09 12:00,84,-7490.43,3114.9,-7366.14,2856.26,-7389.13,3292.31
05-09 13:00,219,-7043.54,2686.89,-6939.67,2473.24,-6986.56,2857.14
05-09 14:00,540,-6151.08,1967.71,-6092.03,1824.23,-6165.61,2113.04
05-09 15:00,581,-4935.06,1174.84,-4915.36,1086.67,-4977.12,1252.96
05-09 16:00,417,-3229.71,403.911,-3270.87,366.228,-3281.1,421.491
05-09 17:00,454,-1913.93,2.61997,-1953.72,-18.0302,-1952.28,-1.95508
05-09 18:00,418,186.944,-164.254,125.062,-187.897,152.394,-184.157
05-09 19:00,0,292.333,-107.418,194.44,-144.273,237.732,-136.243
05-09 20:00,0,253.541,-129.684,168.792,-160.432,206.222,-153.981
05-09 21:00,0,211.799,-153.509,141.201,-177.755,172.33,-172.988
05-09 22:00,0,188.458,-166.768,125.776,-187.412,153.386,-183.579
05-09 23:00,0,163.753,-180.756,109.446,-197.615,133.339,-194.762
05-10 0:00,0,147.271,-190.054,98.5978,-204.379,120.02,-202.177
05-10 1:00,0,149.61,-188.735,100.145,-203.415,121.918,-201.12
05-10 2:00,0,201.41,-159.408,134.403,-182.013,163.972,-177.663
05-10 3:00,0,254.395,-129.189,169.442,-160.023,207.01,-153.538
05-10 4:00,0,272.492,-118.815,181.407,-152.491,221.713,-145.269
05-10 5:00,0,256.933,-127.734,171.115,-158.97,209.069,-152.38
05-10 6:00,468,228.222,-144.143,152.128,-170.901,185.745,-165.473
05-10 7:00,575,248.055,-132.816,165.247,-162.661,201.858,-156.432
05-10 8:00,500,245.45,-134.305,163.523,-163.745,199.741,-157.621
05-10 9:00,318,169.79,-177.334,113.486,-195.092,138.298,-191.997
05-10 10:00,161,-1838.11,-24.7159,-1869.51,-42.5891,-1868.83,-29.1398
05-10 11:00,47,163.098,-177.714,109.2,-197.766,132.759,-191.696
05-10 12:00,8,175.709,-170.582,117.547,-192.552,142.996,-185.99
05-10 13:00,1,178.146,-169.202,119.16,-191.544,144.974,-184.886
05-10 14:00,1,167.376,-175.296,112.031,-195.999,136.231,-189.762
05-10 15:00,0,-1617.21,-77.7756,-1642.93,-91.8877,-1637.38,-80.857
05-10 16:00,0,114.296,-201.869,77.0033,-214.536,93.4198,-213.618
05-10 17:00,0,105.683,-206.697,71.299,-218.08,86.422,-217.498
05-10 18:00,0,154.148,-179.454,103.378,-198.118,125.782,-195.637
05-10 19:00,0,272.33,-115.567,181.623,-152.392,221.861,-145.208
05-10 20:00,0,263.8,-120.457,175.975,-155.949,214.922,-149.112
05-10 21:00,0,253.735,-126.219,169.312,-160.142,206.736,-153.715
05-10 22:00,0,249.696,-128.529,166.639,-161.824,203.452,-155.56
05-10 23:00,0,226.486,-141.777,151.3,-171.459,184.61,-166.133
05-11 0:00,0,185.541,-165.047,124.182,-188.447,151.317,-184.759
05-11 1:00,0,187.449,-163.964,125.45,-187.654,152.869,-183.892
05-11 2:00,0,187.612,-163.872,125.558,-187.586,153.002,-183.817
05-11 3:00,0,139.976,-190.787,94.0101,-207.277,114.284,-205.393
05-11 4:00,0,119.693,-202.189,80.5821,-215.634,97.8046,-214.546
05-11 5:00,0,121.18,-201.352,81.569,-215.02,99.0134,-213.874
05-11 6:00,22,-2112.49,5.98691,-2130.75,-11.7427,-2132.54,7.55928
05-11 7:00,14,-3060.57,305.381,-3090.39,271.966,-3096.06,317.604
05-11 8:00,1,-2602.39,195.773,-2653.66,166.524,-2648.66,199.368
05-11 9:00,6,-3343.27,340.625,-3327.64,304.839,-3356.27,360.201
05-11 10:00,22,-2578.22,109.116,-2576.51,87.5908,-2597.92,117.472
05-11 11:00,36,72.4793,-225.253,49.3085,-231.715,59.4508,-232.419
05-11 12:00,37,-6995.62,3825.91,-7676.97,1697.02,-8740.58,3629.15
05-11 13:00,69,-13044.6,22700.3,11942,-2278.99,-21358.5,-11067.5
05-11 14:00,107,-47493.5,8467.7,18787.4,34426.6,8478.08,-34958.6
05-11 15:00,130,-7235.56,-1177.22,-6754.31,4063.55,-2357.59,1153.36
05-11 16:00,100,-3716.99,559.662,-3759.79,507.609,-3734.9,571.007
05-11 17:00,32,-2008,65.9466,-2073.53,39.2861,-2057.08,58.59
05-11 18:00,7,268.4,-117.819,179.053,-154.011,218.704,-146.985
05-11 19:00,0,323.949,-89.1776,215.393,-131.03,263.489,-121.696
05-11 20:00,0,263.581,-123.932,175.468,-156.231,214.43,-149.368
05-11 21:00,0,226.889,-144.904,151.249,-171.453,184.664,-166.079
05-11 22:00,0,191.013,-165.312,127.52,-186.321,155.528,-182.383
05-11 23:00,0,167.698,-178.52,112.104,-195.955,136.6,-192.944
05-12 0:00,0,140.204,-194.04,93.9214,-207.293,114.283,-205.368
05-12 1:00,0,117.932,-206.568,79.1938,-216.457,96.21,-215.405
05-12 2:00,0,187.016,-167.576,124.889,-187.966,152.286,-184.192
05-12 3:00,0,220.723,-148.418,147.175,-174.009,179.657,-168.884
05-12 4:00,0,226.461,-145.147,150.967,-171.63,184.317,-166.274
05-12 5:00,0,190.889,-165.383,127.438,-186.372,155.427,-182.439
05-12 6:00,252,-2224.09,42.317,-2240.31,22.9349,-2248.45,43.6907
05-12 7:00,422,-3844.55,604.921,-3860.44,555.663,-3882.02,635.594
05-12 8:00,423,-3442.69,469.325,-3478.24,428.286,-3491.35,490.968
05-12 9:00,488,-3897.17,580.535,-3878.31,529.849,-3918.06,613.831
05-12 10:00,634,-4160.73,707.402,-4142.42,648.762,-4179.48,746.06
05-12 11:00,702,-4127.6,711.896,-4120.3,654.363,-4151.42,749.686
05-12 12:00,617,-7205.26,2911.94,-7133.17,2688.28,-7136.48,3064.14
05-12 13:00,466,-5678.58,1674.22,-5678.23,1567.75,-5714.22,1783.28
05-12 14:00,475,-3479.62,513.953,-3515.57,468.723,-3535.67,536.965
05-12 15:00,470,217.914,-146.664,145.56,-175.06,177.561,-170.082
05-12 16:00,310,219.424,-145.804,146.56,-174.433,178.789,-169.395
05-12 17:00,191,149.587,-185.376,100.329,-203.34,122.04,-201.079
05-12 18:00,138,222.318,-144.156,148.484,-173.227,181.144,-168.075
05-12 19:00,0,344.853,-77.0677,229.369,-125.497,280.265,-112.175
05-12 20:00,0,270.164,-120.14,179.971,-156.732,219.594,-146.435
05-12 21:00,0,222.864,-147.183,148.712,-176.393,181.225,-167.977
05-12 22:00,0,191.149,-165.218,127.728,-189.546,155.481,-182.378
05-12 23:00,0,158.114,-183.918,105.874,-203.206,128.674,-197.328
05-13 0:00,0,139.526,-194.397,93.6201,-210.848,113.645,-205.689
05-13 1:00,0,127.546,-201.139,85.6912,-215.786,103.923,-211.09
05-13 2:00,0,168.689,-177.936,112.923,-198.804,137.316,-192.514
05-13 3:00,0,201.915,-159.1,134.914,-185.046,164.292,-177.454
05-13 4:00,0,232.72,-141.558,155.301,-172.255,189.31,-163.446
05-13 5:00,46,225.834,-145.485,150.741,-175.118,183.715,-166.582
05-13 6:00,259,-1817.02,-7.73749,-1868.77,-30.0049,-1853.95,-13.7845
05-13 7:00,494,-2947.36,279.155,-2984.28,246.899,-2986.44,289.144
05-13 8:00,507,-4688.19,1011.57,-4681.8,937.367,-4718.57,1069.59
05-13 9:00,382,-5652.32,1523,-5579.99,1402.56,-5644.27,1617.81
05-13 10:00,261,-3394.94,369.415,-3373.06,331.878,-3416.07,393.579
05-13 11:00,192,-7030.73,2640.61,-6930.21,2437.12,-6968.83,2802.22
05-13 12:00,211,-6883.62,2537.44,-6798.73,2348.41,-6837.16,2695.96
05-13 13:00,216,-6703.34,2432.87,-6643.81,2261.76,-6677.19,2587.3
05-13 14:00,163,-5676.54,1664.75,-5647.58,1546.33,-5707.71,1779.33
05-13 15:00,118,-4533.77,985.738,-4537.16,911.504,-4578.38,1042.72
05-13 16:00,86,-2909.97,294.372,-2949.13,260.171,-2967.77,304.458
05-13 17:00,194,109.127,-204.769,73.545,-216.685,89.179,-215.97
05-13 18:00,333,146.856,-183.568,98.5079,-201.154,119.805,-198.963
05-13 19:00,0,265.27,-119.62,176.873,-155.384,216.025,-148.492
05-13 20:00,0,232.004,-138.636,154.887,-169.208,189.016,-163.663
05-13 21:00,0,218.569,-146.291,145.992,-174.789,178.094,-169.784
05-13 22:00,0,236.016,-136.347,157.544,-167.539,192.278,-161.833
05-13 23:00,0,227.631,-141.129,151.991,-171.026,185.46,-165.656
05-14 0:00,0,186.285,-164.63,124.621,-188.173,151.856,-184.458
05-14 1:00,0,182.256,-166.911,121.959,-189.837,148.583,-186.284
05-14 2:00,0,206.677,-153.055,138.126,-179.72,168.429,-175.194
05-14 3:00,0,220.777,-145.034,147.457,-173.87,179.889,-168.778
05-14 4:00,0,223.105,-143.708,148.996,-172.905,181.781,-167.718
05-14 5:00,188,181.98,-167.069,121.772,-189.955,148.357,-186.411
05-14 6:00,474,-1782.43,-33.4361,-1815.11,-51.0786,-1813.57,-38.586
05-14 7:00,585,-3261.57,373.207,-3282.26,336.455,-3291.88,389.544
05-14 8:00,487,-4348.56,872.205,-4365.3,808.3,-4379.79,914.189
05-14 9:00,359,-5582.82,1548.03,-5557.14,1438.91,-5597.35,1640.7
05-14 10:00,337,-6182.47,2053.48,-6169.1,1915.32,-6175.97,2160.89
05-14 11:00,301,-6663.08,2520.43,-6659.06,2353.83,-6632.35,2636.25
05-14 12:00,315,-6183.52,2179.66,-6222.05,2055.32,-6209.76,2303.16
05-14 13:00,611,-6057.21,2154.74,-6127.61,2042.07,-6100.67,2274.85
05-14 14:00,743,-4948.22,1410.01,-5057.98,1339.38,-5033.04,1484.57
05-14 15:00,532,-3420.15,635.688,-3544.68,587.96,-3516.98,653.246
05-14 16:00,341,-2510.17,333.351,-2643.83,290.828,-2598.82,325.51
05-14 17:00,200,392.028,-53.0424,260.436,-105.79,318.883,-93.6539
05-14 18:00,182,361.955,-70.5545,240.54,-118.436,294.417,-107.558
05-14 19:00,0,453.775,-16.8611,301.261,-79.7357,369.12,-64.9826
05-14 20:00,0,419.297,-37.1017,278.45,-94.3096,341.058,-81.0181
05-14 21:00,0,377.461,-61.535,250.788,-111.926,307.026,-100.398
05-14 22:00,0,326.023,-91.385,216.775,-133.5,265.2,-124.113
05-14 23:00,0,239.482,-141.115,159.599,-169.551,194.917,-163.708
05-15 0:00,0,113.244,-209.202,76.2959,-221.664,92.3682,-217.533
05-15 1:00,0,34.6053,-249.708,24.1838,-250.596,28.5529,-249.433
05-15 2:00,0,29.976,-252.276,21.1166,-252.488,24.7975,-251.498
05-15 3:00,0,31.0835,-251.662,21.8504,-252.036,25.696,-251.004
05-15 4:00,0,30.4001,-252.041,21.3976,-252.315,25.1415,-251.309
05-15 5:00,29,31.0331,-251.69,21.817,-252.056,25.655,-251.026
05-15 6:00,79,125.049,-199.204,84.1093,-213.463,101.955,-208.879
05-15 7:00,87,-1707.62,42.7524,-1798.27,12.6233,-1761.54,30.1629
05-15 8:00,178,262.379,-121.263,175.141,-156.473,213.899,-149.688
05-15 9:00,252,-1965.56,-10.596,-1988.05,-27.857,-1992.04,-12.3966
05-15 10:00,282,-2709.49,187.345,-2729.18,159.308,-2746.47,194.08
05-15 11:00,218,-3373.86,438.331,-3402.53,396.286,-3415.36,455.289
05-15 12:00,54,-4614.37,1035.75,-4638.88,963.823,-4644.05,1083.33
05-15 13:00,12,-3440.59,497.049,-3476.12,452.694,-3496.56,519.213
05-15 14:00,74,-1642.8,-40.0815,-1683.24,-58.4523,-1677.25,-47.223
05-15 15:00,168,-1851.89,-36.3601,-1869.61,-51.4038,-1875.4,-38.3045
05-15 16:00,267,96.3282,-211.935,65.0738,-221.944,78.787,-221.726
05-15 17:00,443,58.0405,-233.296,39.7316,-237.641,47.707,-238.901
05-15 18:00,462,129.997,-193.056,87.3662,-208.093,106.132,-206.564
05-15 19:00,0,267.428,-118.382,178.332,-154.465,217.817,-147.484
05-15 20:00,0,243.042,-132.336,162.188,-164.622,197.987,-158.629
05-15 21:00,0,214.047,-148.866,142.997,-176.668,174.418,-171.843
05-15 22:00,0,196.887,-158.617,131.64,-183.781,160.472,-179.644
05-15 23:00,0,180.398,-167.964,120.727,-190.608,147.073,-187.128
