Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
04-28 16:00,1,-9502.75,-9502.75,1244.81,0.9570075346,0.9569412503,0.9569554898,0.0703
04-28 17:00,1,-4630.85,-4630.85,-89.2159,0.9705120349,0.9704623217,0.9704728972,0.0703
04-28 18:00,0,0,619.811,-445.904,0.9953229966,0.9953070084,0.9953147527,0.0999
04-28 19:00,0,0,806.325,-339.8563,0.9974052048,0.9973929638,0.9974007914,0.0999
04-28 20:00,0,0,671.909,-418.757,0.9955673989,0.9955550331,0.9955624026,0.0999
04-28 21:00,0,0,556.195,-486.289,0.9940166722,0.9940044729,0.9940111763,0.0999
04-28 22:00,0,0,491.024,-524.177,0.9931127165,0.9931017247,0.9931079284,0.0481
04-28 23:00,0,0,399.176,-577.388,0.9919360045,0.9919253041,0.9919314246,0.0481
04-29 0:00,0,0,311.0635,-628.222,0.99074014,0.9907268582,0.9907353935,0.0481
04-29 1:00,0,0,226.4031,-673.544,0.9900796707,0.9900655146,0.9900742581,0.0481
04-29 2:00,0,0,326.0929,-616.235,0.9917020111,0.9916896869,0.9916979308,0.0481
04-29 3:00,0,0,485.501,-524.064,0.9942112365,0.9942015769,0.9942089049,0.0481
04-29 4:00,0,0,536.187,-494.62,0.9956929726,0.9956833131,0.9956899332,0.0481
04-29 5:00,0,0,508.987,-510.429,0.9964218912,0.9964104414,0.99641677,0.0481
04-29 6:00,0,0,464.38,-536.315,0.9965087019,0.9965051629,0.9965075361,0.0481
04-29 7:00,1,-9979.48,-9979.48,1159.723,0.9592706505,0.9591807171,0.9592073224,0.0703
04-29 8:00,1,-13832.69,-13832.69,2914.664,0.952960448,0.9528424104,0.9528775926,0.0703
04-29 9:00,1,-15729.52,-15729.52,3832.36,0.9497567369,0.9496224613,0.949662515,0.0703
04-29 10:00,1,-17252.54,-17252.54,4847.21,0.9486646289,0.9485120335,0.9485585824,0.0703
04-29 11:00,1,-11313.58,-11313.58,1594.783,0.9556808086,0.9555735547,0.9556031578,0.0703
04-29 12:00,1,-16166.65,-16166.65,4204.87,0.9486161231,0.9484756022,0.9485173213,0.0703
04-29 13:00,1,-10437.34,-10437.34,1295.52,0.9559245448,0.9558276582,0.9558533059,0.0703
04-29 14:00,1,-5752.3,-5752.3,-126.3304,0.9669729888,0.9669133246,0.9669272727,0.0703
04-29 15:00,1,-5672.11,-5672.11,-155.1155,0.9662530219,0.9661882366,0.9662042247,0.0703
04-29 16:00,1,-6257.01,-6257.01,-14.16,0.9634062965,0.9633409282,0.9633567915,0.0703
04-29 17:00,0,0,155.2208,-704.271,0.9896856708,0.9896615637,0.9896700157,0.0703
04-29 18:00,0,0,330.0904,-603.913,0.9915222692,0.9915003271,0.9915096952,0.0999
04-29 19:00,0,0,656.448,-424.5,0.9954601867,0.9954424081,0.9954530669,0.0999
04-29 20:00,0,0,589.867,-463.371,0.9944347376,0.9944181666,0.9944281592,0.0999
04-29 21:00,0,0,526.745,-500.118,0.9935185827,0.9935034272,0.9935126704,0.0999
04-29 22:00,0,0,519.653,-504.238,0.993315608,0.9933028674,0.9933116109,0.0481
04-29 23:00,0,0,490.005,-521.458,0.9928738101,0.992862735,0.9928710621,0.0481
04-30 0:00,0,0,393.174,-577.539,0.9918194242,0.9918087238,0.9918176755,0.0481
04-30 1:00,0,0,327.0246,-615.699,0.991256008,0.9912446831,0.9912537181,0.0481
04-30 2:00,0,0,402.517,-572.129,0.9925597094,0.9925499666,0.9925587101,0.0481
04-30 3:00,0,0,452.399,-543.258,0.9938107413,0.99380129,0.9938095339,0.0481
04-30 4:00,0,0,480.512,-526.959,0.9950201791,0.9950101865,0.9950179308,0.0481
04-30 5:00,0,0,508.617,-510.645,0.9963390775,0.9963283771,0.9963355801,0.0481
04-30 6:00,0,0,528.435,-499.128,0.9923779689,0.9925020854,0.9924603246,0.0481
04-30 7:00,0,0,626.646,-441.906,0.992668712,0.9928403765,0.9927813369,0.0703
04-30 8:00,1,-5144.72,-5144.72,-47.53258,0.9699392924,0.9700801464,0.9700251454,0.0703
04-30 9:00,1,-6534.93,-6534.93,80.6034,0.9646898461,0.9648234971,0.9647684129,0.0703
04-30 10:00,1,-5936.07,-5936.07,-78.9302,0.9660176962,0.9661624223,0.9661027582,0.0703
04-30 11:00,1,-18131.35,-18131.35,5436.14,0.9445970991,0.944645355,0.9446215809,0.0703
04-30 12:00,1,-21590.33,-21590.33,8671.82,0.9458354738,0.9458803156,0.9458632449,0.0703
04-30 13:00,1,-20309.21,-20309.21,7644.3,0.9455692542,0.9456220068,0.9456011889,0.0703
04-30 14:00,1,-17445.8,-17445.8,5357.44,0.9450060879,0.9450675424,0.945040604,0.0703
04-30 15:00,1,-7265.59,-7265.59,429.65,0.959300545,0.9594363611,0.9593794449,0.0703
04-30 16:00,1,-9895.24,-9895.24,1276.021,0.9525521253,0.9526535502,0.9526087917,0.0703
04-30 17:00,0,0,443.969,-548.147,0.9841270368,0.984298743,0.9842352067,0.0703
04-30 18:00,0,0,500.226,-515.524,0.9855404902,0.9856711851,0.9856224295,0.0999
04-30 19:00,0,0,778.583,-356.1785,0.9970658727,0.9970512169,0.9970622087,0.0999
04-30 20:00,0,0,659.896,-425.784,0.9954077671,0.9953931946,0.9954036868,0.0999
04-30 21:00,0,0,560.995,-483.494,0.9940391139,0.9940252075,0.9940352001,0.0999
04-30 22:00,0,0,501.728,-517.962,0.9931745041,0.9931620134,0.9931713398,0.0481
04-30 23:00,0,0,390.175,-582.591,0.9917252439,0.9917128781,0.991722038,0.0481
05-01 0:00,0,0,208.5077,-683.806,0.9912272793,0.9912234488,0.9912293611,0.0481
05-01 1:00,0,0,130.0179,-728.714,0.9902251047,0.9902209411,0.9902277694,0.0481
05-01 2:00,0,0,159.5919,-711.811,0.990663655,0.9906604074,0.99066811,0.0481
05-01 3:00,0,0,205.4868,-685.537,0.9914963717,0.9914937487,0.9915021591,0.0481
05-01 4:00,0,0,266.9755,-650.251,0.9927090987,0.9927071002,0.9927156356,0.0481
05-01 5:00,0,0,314.7545,-622.765,0.9939231997,0.9939209098,0.9939294451,0.0481
05-01 6:00,0,0,361.9838,-595.54,0.9926195817,0.9926753737,0.9926621752,0.0481
05-01 7:00,0,0,494.984,-518.561,0.993810783,0.9938915565,0.9938690732,0.0703
05-01 8:00,1,-11691.96,-11691.96,1791.686,0.9534096154,0.9534046607,0.9534053685,0.0703
05-01 9:00,1,-6288.67,-6288.67,-24.37457,0.9651933066,0.9652653782,0.9652389395,0.0703
05-01 10:00,1,-11065.7,-11065.7,1431.193,0.9535784903,0.9536152548,0.9535988086,0.0703
05-01 11:00,1,-7725.37,-7725.37,397.916,0.961335788,0.9614118566,0.9613813376,0.0703
05-01 12:00,1,-5161.71,-5161.71,-120.0428,0.9689396159,0.9690233039,0.9689910362,0.0703
05-01 13:00,1,-15882.97,-15882.97,4199.83,0.9474280445,0.9474282527,0.9474248802,0.0703
05-01 14:00,1,-15652.46,-15652.46,4212.07,0.9477203697,0.9477495564,0.9477352337,0.0703
05-01 15:00,1,-10383.59,-10383.59,1571.131,0.9543288514,0.9543915549,0.9543629928,0.0703
05-01 16:00,0,0,502.159,-514.401,0.9879953391,0.9881320712,0.9880826495,0.0703
05-01 17:00,0,0,175.3644,-702.788,0.985082954,0.9851878763,0.9851476977,0.0703
05-01 18:00,0,0,428.698,-556.984,0.9880177808,0.9881112949,0.9880749052,0.0999
05-01 19:00,0,0,754.637,-370.242,0.9986155585,0.9986095213,0.9986165162,0.0999
05-01 20:00,0,0,663.917,-423.422,0.9973714797,0.9973664834,0.9973725623,0.0999
05-01 21:00,0,0,608.297,-455.913,0.9965595809,0.9965562084,0.9965617876,0.0999
05-01 22:00,0,0,545.492,-492.514,0.9956364728,0.9956346408,0.9956399286,0.0481
05-01 23:00,0,0,403.726,-574.756,0.9937162696,0.9937142711,0.9937195589,0.0481
05-02 0:00,0,0,208.3316,-683.907,0.9916135766,0.9916130353,0.9916157417,0.0481
05-02 1:00,0,0,84.1913,-754.862,0.9900862908,0.9900843756,0.9900882894,0.0481
05-02 2:00,0,0,149.3477,-717.669,0.990921131,0.9909209228,0.9909258359,0.0481
05-02 3:00,0,0,197.7793,-689.953,0.991757595,0.9917581362,0.9917637987,0.0481
05-02 4:00,0,0,234.5002,-668.899,0.9926699611,0.9926703774,0.9926767061,0.0481
05-02 5:00,0,0,211.3966,-682.149,0.9930941053,0.9930929812,0.9930996429,0.0481
05-02 6:00,0,0,300.2292,-631.128,0.9899998548,0.9901178924,0.9900814611,0.0481
05-02 7:00,0,0,493.373,-519.496,0.9910141038,0.9911815632,0.9911273533,0.0703
05-02 8:00,0,0,475.293,-529.987,0.9903097087,0.9905078953,0.9904422356,0.0703
05-02 9:00,1,-7832.32,-7832.32,311.559,0.9602479268,0.96035847,0.9603155851,0.0703
05-02 10:00,1,-5128.33,-5128.33,-269.5928,0.9680660544,0.9682023285,0.9681509083,0.0703
05-02 11:00,1,-5026.42,-5026.42,-287.9449,0.9680374922,0.9681798868,0.9681253022,0.0703
05-02 12:00,0,0,174.384,-693.309,0.9866931783,0.9868877426,0.9868198345,0.0703
05-02 13:00,0,0,213.8605,-670.703,0.9859732531,0.986177685,0.986105655,0.0703
05-02 14:00,0,0,281.6976,-631.762,0.9855188396,0.9857296834,0.9856545307,0.0703
05-02 15:00,1,-7909.67,-7909.67,472.219,0.9577601439,0.957889673,0.9578350468,0.0703
05-02 16:00,0,0,491.03,-520.855,0.9861955884,0.9863929423,0.9863200796,0.0703
05-02 17:00,1,-5541.33,-5541.33,-67.6412,0.9630986909,0.9632178527,0.9631652666,0.0703
05-02 18:00,0,0,558.765,-481.483,0.9884521259,0.9885810304,0.9885301098,0.0999
05-02 19:00,0,0,767.803,-362.5062,0.9991638192,0.9991615709,0.999165443,0.0999
05-02 20:00,0,0,615.936,-451.456,0.9971862003,0.9971834939,0.9971866166,0.0999
05-02 21:00,0,0,538.59,-496.53,0.9961034603,0.9961020031,0.9961045429,0.0999
05-02 22:00,0,0,585.235,-469.365,0.9964964194,0.9964987926,0.9965007911,0.0481
05-02 23:00,0,0,575.742,-474.898,0.9961861075,0.9961907707,0.9961926859,0.0481
05-03 0:00,0,0,552.947,-488.173,0.9957660851,0.9957732881,0.9957737878,0.0481
05-03 1:00,0,0,588.495,-467.464,0.9960584936,0.9960676535,0.9960686944,0.0481
05-03 2:00,0,0,661.638,-424.75,0.9969191896,0.9969300566,0.9969318886,0.0481
05-03 3:00,0,0,718.735,-391.31,0.9977701012,0.9977820924,0.997784424,0.0481
05-03 4:00,0,0,757.21,-368.7279,0.9986163496,0.9986284656,0.9986310887,0.0481
05-03 5:00,0,0,787.589,-350.8726,0.9995509076,0.9995626906,0.9995653552,0.0481
05-03 6:00,0,0,844.125,-317.575,0.9959505735,0.9960713175,0.9960333039,0.0481
05-03 7:00,0,0,898.395,-292.0889,0.9949966965,0.9951745648,0.995116233,0.0703
05-03 8:00,1,-9219.13,-9219.13,1078.312,0.9592192302,0.9593257763,0.9592843903,0.0703
05-03 9:00,1,-4878.9,-4878.9,-41.418219,0.9708920036,0.9710513023,0.9709918463,0.0703
05-03 10:00,1,-8423.74,-8423.74,715.097,0.9604854593,0.9606094092,0.9605595711,0.0703
05-03 11:00,1,-10056.3,-10056.3,1197.592,0.9562013398,0.9563010577,0.9562587973,0.0703
05-03 12:00,1,-9285.1,-9285.1,928.678,0.9573999107,0.9574954649,0.9574543704,0.0703
05-03 13:00,1,-6103.64,-6103.64,132.1916,0.9652452681,0.9653758797,0.9653227941,0.0703
05-03 14:00,1,-5032.99,-5032.99,-43.69206,0.9678887274,0.9680262089,0.9679705002,0.0703
05-03 15:00,0,0,632.475,-438.5,0.9897067386,0.9898692432,0.9898094958,0.0703
05-03 16:00,0,0,704.082,-399.898,0.9900325806,0.9901855507,0.9901278434,0.0703
05-03 17:00,0,0,725.923,-387.093,0.9896239665,0.9897780607,0.9897183133,0.0703
05-03 18:00,0,0,823.173,-329.9246,0.9912617538,0.9913949052,0.9913418611,0.0999
05-03 19:00,0,0,1066.285,-196.0832,1.002526996,1.002532616,1.002533699,0.0999
05-03 20:00,0,0,1048.11,-206.8997,1.00214786,1.002155687,1.002155979,0.0999
05-03 21:00,0,0,1058.576,-200.672,1.002157228,1.002168095,1.002167595,0.0999
05-03 22:00,0,0,1072.223,-192.5469,1.002215143,1.002228883,1.00222805,0.0481
05-03 23:00,0,0,1059.255,-200.2684,1.001941596,1.001957251,1.001956543,0.0481
05-04 0:00,0,0,1010.228,-229.4126,1.000908652,1.000923183,1.000923849,0.0481
05-04 1:00,0,0,985.924,-243.8405,1.000504868,1.000519732,1.000521148,0.0481
05-04 2:00,0,0,1039.728,-211.8803,1.001138482,1.001154928,1.00115676,0.0481
05-04 3:00,0,0,1075.713,-190.4646,1.001728046,1.001744908,1.001747156,0.0481
05-04 4:00,0,0,1103.497,-173.9053,1.002426903,1.002443766,1.002446014,0.0481
05-04 5:00,0,0,1111.583,-169.0822,1.003074757,1.003090995,1.003093076,0.0481
05-04 6:00,0,0,1141.62,-151.1516,0.9981737607,0.99831424,0.9982691484,0.0481
05-04 7:00,0,0,1187.696,-123.60391,0.997309026,0.9975011337,0.9974375974,0.0703
05-04 8:00,1,-4322.67,-4322.67,133.0473,0.9744241381,0.9745890161,0.9745288106,0.0703
05-04 9:00,1,-6505.89,-6505.89,368.069,0.9664205229,0.9665704535,0.966512663,0.0703
05-04 10:00,1,-21954.38,-21954.38,8499.04,0.94555464,0.9456026045,0.945582994,0.0703
05-04 11:00,1,-23334.61,-23334.61,9836.81,0.9464981497,0.94654957,0.9465295432,0.0703
05-04 12:00,1,-23298.21,-23298.21,9618.28,0.9455238295,0.9455461047,0.9455358206,0.0703
05-04 13:00,1,-21121.4,-21121.4,8066.39,0.9452469512,0.9452325036,0.9452346686,0.0703
05-04 14:00,1,-17741.07,-17741.07,5237.13,0.9443004854,0.9442563514,0.9442652198,0.0703
05-04 15:00,1,-14625.66,-14625.66,3214.466,0.9461495745,0.9461142257,0.9461174733,0.0703
05-04 16:00,1,-10087.44,-10087.44,1154.615,0.952378379,0.9524087731,0.9523871225,0.0703
05-04 17:00,1,-5653.92,-5653.92,-89.09,0.9628269755,0.9628961326,0.9628608254,0.0703
05-04 18:00,0,0,511.846,-505.472,0.9885140384,0.9886184611,0.9885752431,0.0999
05-04 19:00,0,0,861.411,-310.6428,0.9997854006,0.9997842765,0.999787191,0.0999
05-04 20:00,0,0,858.501,-312.361,0.9995903367,0.9995917524,0.9995937092,0.0999
05-04 21:00,0,0,847.059,-319.1116,0.9993567597,0.99936084,0.9993620475,0.0999
05-04 22:00,0,0,855.248,-314.2802,0.9993578839,0.9993647954,0.9993655865,0.0481
05-04 23:00,0,0,840.349,-323.0698,0.9990518188,0.9990608538,0.9990616449,0.0481
05-05 0:00,0,0,791.903,-351.6066,0.9978790206,0.997885266,0.9978893463,0.0481
05-05 1:00,0,0,771.441,-363.6401,0.9975291963,0.9975361078,0.9975406878,0.0481
05-05 2:00,0,0,822.548,-333.5612,0.9981738023,0.9981821711,0.9981871258,0.0481
05-05 3:00,0,0,821.033,-334.454,0.9983832306,0.9983912663,0.998396554,0.0481
05-05 4:00,0,0,877.23,-301.3029,0.9994991543,0.9995076896,0.9995128108,0.0481
05-05 5:00,0,0,915.935,-288.6037,1.000493085,1.000501412,1.000506117,0.0481
05-05 6:00,0,0,887.873,-305.1932,0.9947672414,0.9949109683,0.994864586,0.0481
05-05 7:00,0,0,982.3,-249.2893,0.9947964281,0.9949850801,0.994922668,0.0703
05-05 8:00,0,0,1018.763,-227.6401,0.994720526,0.9949346591,0.9948627957,0.0703
05-05 9:00,0,0,919.749,-286.3485,0.993491561,0.9937163945,0.993639743,0.0703
05-05 10:00,0,0,934.375,-277.6922,0.9932307958,0.9934623743,0.9933828915,0.0703
05-05 11:00,0,0,931.699,-279.2748,0.9926670465,0.992900457,0.9928198501,0.0703
05-05 12:00,0,0,914.78,-289.2871,0.9918011044,0.9920335989,0.9919527838,0.0703
05-05 13:00,0,0,890.284,-303.7695,0.9908773301,0.9911028714,0.991023805,0.0703
05-05 14:00,0,0,803.307,-355.0676,0.9897777693,0.9899808689,0.9899087973,0.0703
05-05 15:00,1,-10789.14,-10789.14,1513.605,0.9515651062,0.9516298499,0.951598623,0.0703
05-05 16:00,0,0,603.7,-455.297,0.9883791799,0.9885195343,0.9884672397,0.0703
05-05 17:00,0,0,651.465,-427.406,0.9900997809,0.9901996236,0.9901611937,0.0703
05-05 18:00,0,0,780.083,-355.2874,0.9929110325,0.9929818135,0.9929544171,0.0999
05-05 19:00,0,0,1020.035,-223.5871,1.001068451,1.00106741,1.001072489,0.0999
05-05 20:00,0,0,1052.878,-204.0577,1.001283416,1.001285748,1.001289828,0.0999
05-05 21:00,0,0,1020.696,-223.1951,1.000843367,1.000847656,1.000851195,0.0999
05-05 22:00,0,0,990.379,-241.1979,1.000434545,1.000440749,1.000444121,0.0481
05-05 23:00,0,0,998.599,-236.3178,1.000441373,1.0004502,1.000453448,0.0481
05-06 0:00,0,0,910.178,-288.7095,0.9990307511,0.9990370797,0.9990435749,0.0481
05-06 1:00,0,0,823.867,-339.6526,0.9979008378,0.9979066251,0.9979137449,0.0481
05-06 2:00,0,0,850.662,-323.8502,0.9982634859,0.998270106,0.9982776421,0.0481
05-06 3:00,0,0,926.487,-279.0539,0.9994118439,0.9994197547,0.9994272908,0.0481
05-06 4:00,0,0,948.464,-266.0458,1.00011932,1.000127064,1.000134267,0.0481
05-06 5:00,0,0,937.404,-272.5957,1.000610415,1.000616993,1.000623821,0.0481
05-06 6:00,0,0,946.046,-267.4786,0.9951034924,0.9952484684,0.9952030437,0.0481
05-06 7:00,1,-4810.27,-4810.27,67.76591,0.9709726938,0.9711065947,0.9710595462,0.0703
05-06 8:00,1,-10668.98,-10668.98,1543.395,0.9549314468,0.9550265847,0.954989279,0.0703
05-06 9:00,1,-16166.54,-16166.54,4172.07,0.9460873706,0.9461418719,0.9461188889,0.0703
05-06 10:00,0,0,356.918,-490.717,0.9888009926,0.9890162082,0.9889420964,0.0703
05-06 11:00,1,-6956.05,-6956.05,188.3873,0.9620836092,0.9622261287,0.962169837,0.0703
05-06 12:00,1,-20114.31,-20114.31,7082.2,0.9435306804,0.9435767296,0.9435594507,0.0703
05-06 13:00,1,-8405.5,-8405.5,486.567,0.9563836215,0.9565119016,0.9564595237,0.0703
05-06 14:00,0,0,156.93,-703.293,0.9833046874,0.9835118673,0.9834379637,0.0703
05-06 15:00,1,-15929.4,-15929.4,3343.79,0.9408934665,0.9409440957,0.9409183647,0.0703
05-06 16:00,0,0,213.4361,-670.948,0.9824173861,0.9826078284,0.9825382965,0.0703
05-06 17:00,0,0,210.0907,-672.865,0.9823241634,0.9824924139,0.9824293772,0.0703
05-06 18:00,0,0,417.946,-559.725,0.9851727208,0.9853055808,0.9852547434,0.0999
05-06 19:00,0,0,692.936,-409.718,0.9971084662,0.997097391,0.997106426,0.0999
05-06 20:00,0,0,652.615,-433.317,0.9964737695,0.9964644847,0.9964726453,0.0999
05-06 21:00,0,0,623.569,-450.291,0.9960186481,0.9960116533,0.9960190645,0.0999
05-06 22:00,0,0,620.568,-452.04,0.9958650952,0.9958610149,0.9958679264,0.0481
05-06 23:00,0,0,542.149,-497.753,0.9947659091,0.9947626615,0.9947696563,0.0481
05-07 0:00,0,0,425.284,-565.585,0.9933201463,0.993317315,0.9933250593,0.0481
05-07 1:00,0,0,404.418,-577.654,0.9929709049,0.9929687398,0.9929771086,0.0481
05-07 2:00,0,0,463.527,-543.42,0.9937397939,0.9937391693,0.9937479961,0.0481
05-07 3:00,0,0,547.264,-494.773,0.9950018594,0.995002817,0.9950117271,0.0481
05-07 4:00,0,0,577.059,-477.423,0.9958442772,0.9958450683,0.9958541033,0.0481
05-07 5:00,0,0,576.014,-478.031,0.9965029562,0.9965026231,0.9965114499,0.0481
05-07 6:00,0,0,636.713,-442.61,0.9918509009,0.9919937534,0.9919497027,0.0481
05-07 7:00,0,0,709.955,-399.743,0.9917552217,0.9919432075,0.9918827107,0.0703
05-07 8:00,1,-12444.69,-12444.69,2227.252,0.9513412719,0.9514234194,0.9513916929,0.0703
05-07 9:00,1,-16829.77,-16829.77,4607.68,0.945743292,0.9457988759,0.9457771836,0.0703
05-07 10:00,1,-21080.67,-21080.67,8154.17,0.9456516099,0.945700074,0.9456844189,0.0703
05-07 11:00,1,-22366.98,-22366.98,9496.89,0.9466650678,0.9467164048,0.9467011244,0.0703
05-07 12:00,1,-22257.83,-22257.83,9338.12,0.9458040803,0.9458521281,0.9458377221,0.0703
05-07 13:00,1,-21085.11,-21085.11,8051.41,0.9438810876,0.9439267205,0.9439111487,0.0703
05-07 14:00,1,-18652.64,-18652.64,5915.97,0.9426936335,0.942742972,0.9427229452,0.0703
05-07 15:00,1,-15078.97,-15078.97,3473.08,0.9443101449,0.9443768039,0.9443473257,0.0703
05-07 16:00,1,-10284.02,-10284.02,1219.038,0.9508073756,0.950904054,0.9508618769,0.0703
05-07 17:00,1,-6088.58,-6088.58,-13.15780537,0.9600228851,0.9601375502,0.9600889612,0.0703
05-07 18:00,0,0,526.144,-500.46,0.9864054331,0.9865444968,0.9864923271,0.0999
05-07 19:00,0,0,871.492,-304.692,0.9994203793,0.9994135926,0.9994225027,0.0999
05-07 20:00,0,0,908.271,-293.1365,0.999597165,0.9995937925,0.9996016201,0.0999
05-07 21:00,0,0,992.919,-242.9888,1.000458444,1.00045986,1.000466563,0.0999
05-07 22:00,0,0,1050.307,-208.8838,1.001018529,1.001024025,1.001030229,0.0481
05-07 23:00,0,0,1104.06,-176.8615,1.001530109,1.00153906,1.001545264,0.0481
05-08 0:00,0,0,1073.704,-194.9528,1.001478022,1.001491096,1.001495676,0.0481
05-08 1:00,0,0,1069.534,-197.4364,1.00131431,1.001328341,1.001333754,0.0481
05-08 2:00,0,0,1111.886,-172.1928,1.00180478,1.001820144,1.001826015,0.0481
05-08 3:00,0,0,1186.832,-127.40611,1.002856585,1.002873114,1.002879443,0.0481
05-08 4:00,0,0,1175.764,-134.03021,1.003065971,1.003081835,1.003087997,0.0481
05-08 5:00,0,0,1005.875,-235.296,1.001587441,1.001599058,1.001605345,0.0481
05-08 6:00,1,-6319.79,-6319.79,281.4088,0.9659408364,0.9660218597,0.9659955459,0.0481
05-08 7:00,1,-11105.1,-11105.1,1758.98,0.9544030464,0.9544774497,0.9544505113,0.0703
05-08 8:00,1,-13001.3,-13001.3,2529.38,0.9510357065,0.9511110257,0.9510822554,0.0703
05-08 9:00,1,-10445.3,-10445.3,1331.285,0.9549986887,0.9551018207,0.9550618503,0.0703
05-08 10:00,1,-12365.39,-12365.39,2148.683,0.9515677292,0.9516590366,0.9516224387,0.0703
05-08 11:00,1,-10966.22,-10966.22,1557.547,0.9540911107,0.9541777133,0.9541424477,0.0703
05-08 12:00,1,-8109.34,-8109.34,581.159,0.9602742407,0.9603548476,0.9603221219,0.0703
05-08 13:00,1,-12021.98,-12021.98,1944.881,0.950834647,0.9508809045,0.9508593371,0.0703
05-08 14:00,1,-5164.23,-5164.23,-106.2321,0.9670281979,0.9671243351,0.9670861134,0.0703
05-08 15:00,1,-6231.81,-6231.81,70.6245,0.9628416313,0.9629128702,0.9628821846,0.0703
05-08 16:00,0,0,492.457,-520.033,0.9873571867,0.9875077002,0.9874532405,0.0703
05-08 17:00,0,0,550.832,-486.107,0.9879002845,0.9880368084,0.987986096,0.0703
05-08 18:00,0,0,691.719,-407.151,0.9908660468,0.9909637245,0.9909266269,0.0999
05-08 19:00,0,0,930.96,-276.4104,1.000589514,1.000587515,1.000593927,0.0999
05-08 20:00,0,0,898.271,-295.7441,1.000037089,1.000036881,1.000042502,0.0999
05-08 21:00,0,0,904.907,-291.8202,0.9999795485,0.9999822965,0.9999872928,0.0999
05-08 22:00,0,0,885.414,-303.341,0.9996128201,0.9996179829,0.9996224796,0.0481
05-08 23:00,0,0,846.538,-326.2843,0.9989855346,0.9989923629,0.9989969428,0.0481
05-09 0:00,0,0,761.762,-376.18,0.9981601458,0.9981703882,0.9981722201,0.0481
05-09 1:00,0,0,681.538,-423.231,0.9970324391,0.9970422652,0.9970449299,0.0481
05-09 2:00,0,0,709.271,-406.981,0.9973318008,0.9973426677,0.9973459986,0.0481
05-09 3:00,0,0,723.776,-398.478,0.9976660949,0.9976770868,0.9976811671,0.0481
05-09 4:00,0,0,734.366,-392.265,0.9981825042,0.9981930797,0.9981974515,0.0481
05-09 5:00,0,0,710.584,-406.213,0.998499228,0.998508263,0.9985129678,0.0481
05-09 6:00,0,0,661.358,-435.038,0.9977278825,0.9977531138,0.9977507822,0.0481
05-09 7:00,1,-8228.57,-8228.57,696.231,0.9635118017,0.9634769941,0.9634900678,0.0703
05-09 8:00,1,-15738.84,-15738.84,3963.09,0.950241378,0.9501357062,0.9501713882,0.0703
05-09 9:00,1,-19084.61,-19084.61,6210.48,0.948175158,0.9480401746,0.948086432,0.0703
05-09 10:00,1,-21485.2,-21485.2,8410,0.9492635187,0.9491297012,0.9491770411,0.0703
05-09 11:00,1,-22258.26,-22258.26,9247.59,0.9502318018,0.9500833284,0.9501366222,0.0703
05-09 12:00,1,-22245.7,-22245.7,9263.47,0.95044123,0.9502880518,0.9503426364,0.0703
05-09 13:00,1,-20969.77,-20969.77,8017.27,0.9474650588,0.9473491446,0.9473880741,0.0703
05-09 14:00,1,-18408.72,-18408.72,5904.98,0.9450957715,0.9450693744,0.9450739543,0.0703
05-09 15:00,1,-14827.54,-14827.54,3514.47,0.9467305193,0.946739138,0.9467281461,0.0703
05-09 16:00,1,-9781.68,-9781.68,1191.63,0.9547649451,0.9547801838,0.9547654447,0.0703
